userID,number_of_active_days,avg_daily_req,avg_daily_bytes_in_reply
75,0,0.006261181,0.012669363
76,0,0.004472272,0.048746947
77,0,0.007155635,0.005993371
78,0.037037037,0.004025045,0.019584285
79,0,0.006261181,0.003295205
80,0,0.008944544,0.005322404
81,0,0.008944544,0.004032068
82,0,0.003577818,0.012616067
83,0,0.001788909,0.020954259
84,0,0.000894454,0.007816387
85,0,0.012522361,0.002958268
86,0,0.001788909,0.005946511
87,0,0.019677996,0.007201421
88,0,0.045617174,0.043193949
89,0,0.009838998,0.009284736
90,0.037037037,0.010733453,0.015291004
91,0.074074074,0.059332141,0.015768709
92,0,0.001788909,0.011836256
93,0,0.000894454,0.002243762
94,0,0.001788909,0.009201816
95,0,0.006261181,0.013011745
96,0,0.019677996,0.01514122
97,0.037037037,0.019677996,0.007279496
98,0,0.001788909,0.009201816
99,0,0.024150268,0.002018405
100,0,0.002683363,0.008751028
101,0,0.000894454,0.020346323
102,0,0.042039356,0.007133852
103,0,0.034883721,0.020157812
104,0,0.003577818,0.0025536
105,0,0.002683363,0.00294725
106,0,0.008944544,0.002817681
107,0,0,0.006326936
108,0,0.008050089,0.006155566
109,0,0.009838998,0.008328251
110,0.037037037,0.055008945,0.016281979
111,0,0.002683363,0.012203603
112,0,0.000894454,0.005767444
113,0,0.002683363,0.010317158
114,0,0.003577818,0.008271202
115,0,0.000894454,0.006881078
116,0,0.056350626,0.01260369
117,0,0.004472272,0.002227415
118,0,0.010733453,0.007230833
119,0,0.112701252,0.007581186
120,0,0.002683363,0.005019821
121,0.037037037,0.026386404,0.024848531
122,0,0.003577818,0.008270846
123,0.037037037,0.008050089,0.008070179
124,0.074074074,0.013416816,0.013145504
125,0,0.01431127,0.063413576
126,0,0.007155635,0.028529265
127,0,0.002683363,0.229011711
128,0,0.021466905,0.043097773
129,0,0.016100179,0.022630536
130,0,0.002683363,0.008652504
131,0,0.02236136,0.004933094
132,0,0,0.073041512
133,0,0.006261181,0.006977261
134,0,0.007155635,0.009345862
135,0,0.001788909,0.022981506
136,0,0.000894454,0.063609064
137,0,0.004472272,0.041079312
138,0,0.007155635,0.012130887
139,0,0.003577818,0.008270846
140,0,0,0.005568167
141,0,0.003577818,0.01305831
142,0.074074074,0.002683363,0.014181018
143,0,0.001788909,0.352956404
144,0,0.002683363,0.02871975
145,0,0.003577818,0.009443148
146,0,0.000894454,0.056101623
147,0.037037037,0.008497317,0.009677484
148,0,0.007155635,0.001879337
149,0.037037037,0.013864043,0.007038712
150,0,0,0.003553106
151,0,0,0.006326936
152,0,0.008944544,0.081980359
153,0,0.008050089,0.004855495
154,0,0.023255814,0.011335665
155,0.037037037,0.006708408,0.007719925
156,0,0.000894454,0.008332189
157,0,0,0.043824907
158,0,0.001788909,0.009201816
159,0,0.005366726,0.057444785
160,0,0,0.032902562
161,0,0.016994633,0.002240597
162,0,0.000894454,0.004006049
163,0,0.005366726,0.0063049
164,0,0.009838998,0.002071159
165,0,0.007155635,0.012498036
166,0,0.010733453,0.002328157
167,0,0.003577818,0.002384905
168,0,0.002683363,0.003916664
169,0.148148148,0.013416816,0.02366072
170,0,0.002683363,0.00294725
171,0,0.000894454,0.056513998
172,0,0.010733453,0.018752895
173,0,0.000894454,0.03286868
174,0,0.007155635,0.010422146
175,0,0.009838998,0.007597866
176,0,0.003577818,0.011635998
177,0,0.000894454,0.062085285
178,0,0.008944544,0.007658449
179,0,0.007155635,0.004552216
180,0.037037037,0.009838998,0.012417017
181,0,0.000894454,0.043824907
182,0,0.006261181,0.003161127
183,0,0.002683363,0.010317158
184,0,0.000894454,0.027024111
185,0,0.016100179,0.009705659
186,0,0.004472272,0.002226821
187,0,0.003577818,0.00419953
188,0.037037037,0.002683363,0.005019821
189,0,0.008050089,0.00390485
190,0,0.002683363,0.014242738
191,0.074074074,0.005664878,0.044438259
192,0,0.017889088,0.050512567
193,0,0.008050089,0.023545901
194,0,0.024150268,0.019694835
195,0,0,0.146083024
196,0,0.006261181,0.006836274
197,0,0.011627907,0.014285727
198,0,0.011627907,0.023926496
199,0,0.002683363,0.008652504
200,0,0.003577818,0.010317158
201,0,0,0.006806627
202,0,0.005366726,0.16955352
203,0,0.010733453,0.031686392
204,0,0.008050089,0.153976358
205,0.037037037,0.001788909,0.019356402
206,0,0.037567084,0.01595722
207,0,0.002683363,0.008652504
208,0,0.008050089,0.024129467
209,0,0.023255814,0.006732854
210,0,0.015205725,0.00634774
212,0,0.013416816,0.076924517
213,0,0.016100179,0.292734855
214,0,0.004472272,0.02486862
215,0,0.004472272,0.027051157
216,0,0.003577818,0.015441967
217,0,0.001788909,0.059232398
218,0.111111111,0.009838998,0.010229811
219,0,0.005366726,0.03945737
220,0,0.006261181,0.086868978
221,0,0.029516995,0.020246226
222,0,0.003577818,0.008270846
223,0,0.002683363,0.013467029
224,0,0,0.036520756
225,0,0.003577818,0.00720429
226,0.111111111,0.020796064,0.012094447
227,0,0.006261181,0.007257898
228,0,0.029516995,0.048307973
229,0.037037037,0.011627907,0.068479646
230,0,0.001788909,0.013398374
231,0.074074074,0.011627907,0.003508515
232,0,0.000894454,0.013191964
233,0,0.003577818,0.015664515
234,0.074074074,0.011031604,0.006105393
235,0,0.007155635,0.003638404
236,0,0.005366726,0.024780031
237,0,0.016994633,0.006783222
238,0,0.003577818,0.004652117
239,0,0.007155635,0.00562533
240,0,0.021466905,0.004389338
241,0,0,0.003564697
242,0,0,0.006490994
243,0,0.006261181,0.003112423
244,0,0.015205725,0.002381022
245,0,0.004472272,0.175638296
246,0,0,0
247,0,0.002683363,0.050825016
248,0,0.008050089,0.003903245
249,0,0.005366726,0.004922125
251,0,0.002683363,0.031804383
252,0,0.003577818,0.035375381
253,0.074074074,0.013714967,0.004067781
254,0,0.008944544,0.004470907
255,0,0.005366726,0.001948827
256,0,0.004472272,0.002227861
257,0,0.033094812,0.037927803
258,0.074074074,0.011627907,0.007252512
259,0,0.002683363,0.017200242
260,0,0.000894454,0.039715431
261,0,0,0.272587856
262,0.037037037,0.015205725,0.0116612
263,0.037037037,0.01431127,0.006633414
264,0,0.016100179,0.032857934
265,0.185185185,0.021765057,0.016906151
266,0.296296296,0.007453787,0.00245306
267,0.037037037,0.084973166,0.004483533
268,0.037037037,0.007155635,0.024954304
269,0.037037037,0.009838998,0.01051113
270,0,0.011627907,0.006191983
271,0,0.010733453,0.003128695
272,0.074074074,0.008646392,0.005791081
273,0,0.021466905,0.008963233
274,0,0.016100179,0.005976013
275,0,0.010733453,0.035089843
276,0,0.053667263,0.034362042
277,0,0.002683363,0.003887463
278,0.037037037,0.061270125,0.01232046
279,0,0.004472272,0.002226078
280,0,0.02862254,0.028558311
281,0,0.008050089,0.003450213
282,0.074074074,0.069171139,0.060561534
283,0,0.007155635,0.091614353
284,0,0.017889088,0.070657575
285,0.148148148,0.020751342,0.011883795
286,0,0.003577818,0.02790307
287,0,0.004472272,0.002227415
288,0.037037037,0.002683363,0.041460851
289,0.074074074,0.021765057,0.042474453
290,0,0.007155635,0.031760694
291,0,0.003577818,0.00943441
292,0,0.001788909,0.5083417
293,0.037037037,0.027280859,0.018130371
294,0,0.021466905,0.025167509
295,0,0.099284436,0.027125453
296,0,0.008944544,0.002863397
297,0,0.000894454,0.003683282
298,0,0.004472272,0.002226821
299,0,0.012522361,0.004241853
300,0,0.021466905,0.023922123
301,0,0.005366726,0.012736792
302,0,0.001788909,0.00772559
303,0.074074074,0.045319022,0.006834008
304,0,0.015205725,0.007705538
305,0,0.020572451,0.08126776
306,0,0.006261181,0.003235466
307,0,0.029516995,0.005293155
308,0.037037037,0.007602862,0.00645414
309,0.037037037,0.033542039,0.028031069
310,0,0.008050089,0.005990171
311,0,0.008944544,0.025495469
312,0,0.008944544,0.001934653
313,0,0.001788909,0.019943162
314,0.037037037,0.004025045,0.092999742
315,0,0.002683363,0.004773288
316,0,0.02236136,0.043881506
317,0,0.010733453,0.055706704
318,0,0.034883721,0.027659725
319,0,0.000894454,0.005768782
320,0.074074074,0.007453787,0.006261795
321,0.037037037,0.010733453,0.005180758
322,0.148148148,0.013416816,0.011186657
323,0,0.033989267,0.021491952
324,0,0,0.031763072
325,0.074074074,0.019379845,0.05248482
326,0.074074074,0.014907573,0.003961839
327,0,0.03667263,0.009745874
328,0,0.024150268,0.021385188
329,0,0.002683363,0.064997539
330,0,0.007155635,0.01319984
331,0,0.003577818,0.019170009
332,0,0.017889088,0.016483082
333,0.111111111,0.024597496,0.01717504
334,0,0.005366726,0.012058142
335,0,0.006261181,0.010684506
336,0,0.007155635,0.032140425
337,0,0.010733453,0.003993909
338,0,0.004472272,0.002226821
339,0,0.000894454,0.004023881
340,0,0.011627907,0.034098033
341,0,0.020572451,0.036397527
342,0,0.016100179,0.028591532
343,0,0.008944544,0.026150026
344,0,0.009838998,0.044033175
345,0,0.003577818,0.014094551
346,0,0.023255814,0.043361397
347,0,0.007155635,0.005975836
348,0,0.003577818,0.507928285
349,0.037037037,0.020572451,0.01560125
350,0,0.001788909,0.001097287
351,0.037037037,0.00313059,0.023247209
352,0,0.002683363,0.004531436
353,0.111111111,0.007826476,0.002433447
355,0.555555556,0.006932021,0.005586261
356,0,0.001788909,0.005543202
357,0,0,0.006304645
358,0,0.021466905,0.028593826
359,0,0.007155635,0.006705874
360,0,0.011627907,0.007934654
361,0.037037037,0.007155635,0.024374127
362,0,0.033989267,0.014130004
363,0.037037037,0.004472272,0.002227861
364,0,0.007155635,0.040293795
365,0,0.016994633,0.005312852
366,0.037037037,0.024150268,0.038456338
367,0,0.049194991,0.012181026
368,0.074074074,0.001192606,0.005082432
369,0.37037037,0.00967637,0.002321274
370,0.037037037,0.002683363,0.006908004
371,0.259259259,0.036784436,0.014054137
372,0,0.0509839,0.00999955
373,0,0.002683363,0.028385615
374,0,0.000894454,0.016123611
375,0,0.004472272,0.002226078
376,0,0.012522361,0.003870728
377,0,0.004472272,0.002227861
378,0.037037037,0.004025045,0.019739878
379,0.074074074,0.018187239,0.004486042
380,0.037037037,0.004919499,0.013849279
381,0.037037037,0.014758497,0.004905375
382,0,0.006261181,0.014860742
383,0,0.000894454,0.017620195
384,0,0.021466905,0.011864379
385,0.037037037,0.001341682,0.023298997
386,0,0.012522361,0.035219704
387,0.037037037,0.001341682,0.009183686
388,0,0.012522361,0.006155447
389,0,0.007155635,0.002716964
390,0,0.005366726,0.004783924
391,0.037037037,0.013864043,0.034027272
392,0,0.008944544,0.021187242
393,0.222222222,0.007666752,0.025723157
394,0,0.003577818,0.003216073
395,0.037037037,0.012075134,0.019507491
396,0,0.002683363,0.003963845
397,0,0.011627907,0.002217047
398,0,0.006261181,0.135035406
399,0,0.008050089,0.032446053
400,0,0.013416816,0.027640165
401,0,0.005366726,0.026025497
402,0.037037037,0.004919499,0.03119317
403,0.148148148,0.011627907,0.014242863
404,0,0.021466905,0.023601066
405,0.074074074,0.016100179,0.116678726
406,0.037037037,0.007155635,0.022900231
407,0,0.012522361,0.012078836
409,0,0.055456172,0.030000183
410,0.074074074,0.02653548,0.018072012
411,0.037037037,0.024150268,0.003507748
412,0,0.006261181,0.01857746
413,0.037037037,0.005366726,0.022676919
414,0,0,0.001031604
415,0,0.011627907,0.010306427
416,0,0.003577818,0.005906626
417,0,0.010733453,0.039568999
418,0,0.024150268,0.071610366
419,0.037037037,0,0.006806627
420,0.222222222,0.023128035,0.009239005
421,0.037037037,0.034883721,0.044375693
422,0.037037037,0.014758497,0.020465658
424,0,0.019677996,0.015837157
425,0.037037037,0.018783542,0.034058963
426,0,0.004472272,0.032626516
427,0,0.033094812,0.033454522
428,0,0.134168157,0.018241018
429,0,0.005366726,0.006338527
430,0,0.012522361,0.004786789
431,0.333333333,0.010286225,0.007219429
432,0.074074074,0.01013715,0.013512786
433,0,0.002683363,0.005302018
434,0.037037037,0.01744186,0.00439682
435,0.037037037,0.004919499,0.049290731
436,0.074074074,0.009838998,0.005079151
437,0.074074074,0.008646392,0.004686799
438,0,0.004472272,0.00223113
439,0,0.001788909,0.031803789
440,0,0.004472272,0.00223113
441,0.037037037,0.003577818,0.002635703
442,0,0.003577818,0.074175296
443,0,0,0.00325798
444,0,0.004472272,0.00223113
445,0,0.010733453,0.00152571
446,0,0.021466905,0.04632262
447,0,0.004472272,0.002226821
449,0.148148148,0.020751342,0.009158272
450,0,0.042039356,0.030087038
451,0,0.006261181,0.032903119
452,0,0.02862254,0.059927955
453,0.037037037,0.015652952,0.053703377
454,0,0,0.051129058
455,0,0.020572451,0.036167303
456,0,0.003577818,0.005402147
457,0,0.002683363,0.005302018
458,0,0.018783542,0.004762507
459,0,0.026833631,0.015875151
460,0,0.007155635,0.17665499
461,0,0.006261181,0.020493663
462,0,0.023255814,0.008050933
463,0.037037037,0.010733453,0.008461474
464,0.037037037,0.01744186,0.026383703
465,0,0.002683363,0.005543202
466,0,0.006261181,0.002209944
467,0,0.009838998,0.013349484
468,0.037037037,0.029516995,0.007249143
469,0,0.007155635,0.018148232
470,0,0.060822898,0.044692764
471,0,0.004472272,0.002227415
472,0,0.054561717,0.01577562
473,0,0.007155635,0.048402088
474,0,0.009838998,0.001113708
475,0.037037037,0.007155635,0.002227118
476,0,0.01431127,0.124546205
477,0.037037037,0.013864043,0.02729591
478,0,0.020572451,0.069361462
479,0,0.002683363,0.043949734
480,0.148148148,0.011091234,0.005968039
481,0,0,0.003553106
482,0,0.031305903,0.028020373
483,0,0.002683363,0.039725238
484,0,0.008050089,0.010166251
485,0.037037037,0.021466905,0.010018126
486,0.037037037,0.004472272,0.095480913
488,0.111111111,0.014087657,0.018015233
489,0,0.005366726,0.113296373
490,0.037037037,0.000447227,0.018903459
491,0,0.006261181,0.013816767
492,0,0,0.093545206
493,0.037037037,0.006708408,0.014230646
494,0,0.000894454,0.000887162
495,0.037037037,0.009391771,0.057396906
496,0,0.015205725,0.025291248
497,0.037037037,0.029964222,0.016108666
498,0,0.000894454,0.015231545
499,0,0.023255814,0.003007005
500,0,0.003577818,0.006669318
501,0,0.002683363,0.005020044
502,0,0.016100179,0.012067045
503,0,0.03667263,0.007258042
504,0,0.000894454,0.041762144
505,0,0.003577818,0.028474064
506,0,0.025939177,0.013080155
507,0,0.005366726,0.003899564
508,0,0.001788909,0.009926703
509,0,0.025044723,0.015537975
510,0,0.004472272,0.002226078
511,0,0.013416816,0.005995587
512,0.037037037,0.002236136,0.005979739
513,0,0.011627907,0.011472921
514,0,0.029516995,0.036881102
515,0,0.019677996,0.011291152
516,0.111111111,0.008497317,0.015990824
517,0,0.025044723,0.04559714
518,0.037037037,0.02862254,0.049550648
519,0.037037037,0.002683363,0.006535902
520,0,0.019677996,0.003752748
521,0.074074074,0.012522361,0.030638012
522,0.074074074,0.005068575,0.003133504
523,0,0.007155635,0.032791308
524,0,0.025939177,0.004298768
525,0.037037037,0.004919499,0.005906463
526,0.074074074,0.003577818,0.006257612
527,0.037037037,0.007155635,0.020390448
528,0,0.000894454,0.003449678
529,0,0,0.272587856
530,0,0.004472272,0.00720429
531,0.222222222,0.009838998,0.007826863
532,0,0.004472272,0.043950403
533,0,0.004472272,0.002227861
534,0,0.020572451,0.010135974
535,0,0.004472272,0.013535089
536,0.037037037,0.092576029,0.020985449
537,0.037037037,0.012969589,0.011398054
538,0.037037037,0.031305903,0.006591878
539,0,0.009838998,0.002227415
540,0,0.004472272,0.002226821
541,0,0,0.003195566
542,0,0.01431127,0.068303555
543,0.037037037,0.018783542,0.013173586
544,0,0.001788909,0.031804383
545,0,0.029516995,0.009213555
546,0.037037037,0.006261181,0.019441997
547,0,0.01431127,0.002918482
548,0.111111111,0.004919499,0.006979367
549,0,0.003577818,0.001740442
550,0.037037037,0.00313059,0.019916339
551,0.037037037,0.022808587,0.056071445
552,0,0.020572451,0.00898348
554,0,0.000894454,0.005778589
555,0,0.016100179,0.028472055
556,0,0,0.00279612
557,0.111111111,0.007379249,0.002380461
558,0,0.002683363,0.171432673
559,0.111111111,0.004025045,0.024667299
560,0,0.026833631,0.045257562
561,0,0.000894454,0.017358059
562,0,0.000894454,0.006438388
563,0,0.009838998,0.037485935
564,0.185185185,0.012820513,0.003081303
565,0,0.008050089,0.002430754
566,0,0.016100179,0.027746511
567,0,0.004472272,0.016275335
568,0,0.004472272,0.017250024
570,0.037037037,0.023255814,0.038901027
571,0,0.001788909,0.005543202
572,0,0.011627907,0.003186077
573,0,0.019677996,0.001965479
574,0,0.005366726,0.003351982
575,0,0.008050089,0.006769536
576,0.074074074,0.008944544,0.0230401
577,0.074074074,0.006857484,0.004666487
578,0.074074074,0.012820513,0.006476948
579,0,0.008050089,0.031829676
580,0,0.023255814,0.031769553
581,0,0.010733453,0.010624201
582,0,0.004472272,0.002226078
583,0,0.001788909,0.010516361
584,0,0.020572451,0.050226778
585,0.037037037,0.024150268,0.023372297
586,0,0.006261181,0.038241583
587,0,0.005366726,0.001500002
588,0,0.044722719,0.012410762
589,0,0.004472272,0.002226078
590,0,0.009838998,0.001715639
591,0,0.003577818,0.080720144
592,0,0.01431127,0.009388392
593,0,0.009838998,0.010948425
594,0.037037037,0,0.152138016
595,0.407407407,0.012298748,0.014842176
596,0,0.004472272,0.002226821
597,0.037037037,0.012969589,0.008941287
598,0,0.009838998,0.012819118
599,0,0.003577818,0.00943441
600,0,0.006261181,0.003370196
601,0.111111111,0.014534884,0.012026807
602,0,0.003577818,0.009448141
603,0.037037037,0.012522361,0.011381931
604,0,0.015205725,0.00464965
605,0,0.02862254,0.059334124
606,0,0.005366726,0.026228914
607,0,0.004472272,0.00501566
608,0,0.002683363,0.00294725
609,0,0.008944544,0.013254256
610,0,0.029516995,0.009228582
611,0.037037037,0.025044723,0.014486919
612,0.074074074,0.010733453,0.00833186
613,0,0,0.791747878
614,0,0.002683363,0.005019821
615,0.074074074,0.002683363,0.003737576
616,0,0.002683363,0.003887463
617,0,0.001788909,0.020954259
618,0,0,0.007604627
619,0.37037037,0.013579444,0.00063942
620,0.037037037,0.046064401,0.026515972
621,0.037037037,0.009391771,0.140830675
622,0,0,0
623,0.037037037,0.012075134,0.091925472
624,0,0.004472272,0.00223113
625,0,0.005366726,0.002062954
626,0.074074074,0.001490757,0.002903164
627,0.074074074,0.005664878,0.072061714
628,0.074074074,0.003279666,0.030843712
629,0.296296296,0.057642616,0.006697864
630,0.111111111,0.026833631,0.004671589
631,0.37037037,0.016832005,0.002914107
632,0,0.004472272,0.002227415
633,0.407407407,0.036225403,0.004216815
634,0.148148148,0.012522361,0.002329354
635,0.111111111,0.010733453,0.033769127
636,0.222222222,0.008433427,0
637,0.185185185,0.007751938,0.005198293
638,0,0.003577818,0.001411969
639,0.037037037,0.006261181,0.002972505
640,0.074074074,0.01013715,0.001431057
641,0.074074074,0.006261181,0.002226672
642,0.037037037,0.008497317,0.002665944
643,0.296296296,0.019081694,0.002360775
644,0,0.000894454,0.006887765
645,0.333333333,0.011091234,0.001613892
646,0.296296296,0.018386007,0.005484221
647,0.148148148,0.009838998,0.00223336
648,0.037037037,0.004472272,0.002226821
649,0.111111111,0.022137746,0.017790524
650,0,0.008050089,0.00259292
651,0.296296296,0.012820513,0.005306759
652,0.037037037,0.005813953,0.002855686
653,0.111111111,0.004472272,0.002227638
654,0,0.004472272,0.002227415
655,0.037037037,0.004472272,0.002227118
656,0.074074074,0,0.006312967
657,0.222222222,0.000127779,0.006347825
658,0,0.004472272,0.002244356
659,0.037037037,0.00313059,0.003152397
660,0,0.005366726,0.003757032
661,0.185185185,0.012075134,0.004219016
662,0.222222222,0.025811398,0.005317889
663,0,0.009838998,0.002227415
664,0.111111111,0.013416816,0.034509194
665,0,0,0.001758275
666,0.037037037,0.004472272,0.002227638
667,0.037037037,0.000894454,0.00528478
668,0,0.009838998,0.002226821
669,0,0.044722719,0.005294894
670,0.407407407,0.015951103,0.003710942
671,0.111111111,0.008497317,0.002239527
672,0,0.008050089,0.006380255
673,0.148148148,0.015205725,0.003189115
674,0,0.000894454,0.001758275
675,0.074074074,0.016696482,0.00426766
676,0,0.004472272,0.002227415
677,0.296296296,0.035181872,0.006252613
678,0.037037037,0.009838998,0.002229273
679,0.111111111,0.013193202,0.00271486
680,0.111111111,0.004472272,0.00222723
681,0.518518519,0.034287418,0.006435394
682,0.296296296,0.03875969,0.006312561
683,0,0.010733453,0.003036721
684,0,0.004472272,0.002227415
685,0,0,0.006490994
686,0.296296296,0.022858279,0.006101822
687,0,0.004472272,0.002226821
688,0.185185185,0.009838998,0.002229595
689,0,0.033989267,0.00290188
690,0.296296296,0.022659511,0.005121691
691,0,0.000894454,0.005768782
692,0.62962963,0.024746571,0.002871999
693,0.037037037,0.004472272,0.002226747
694,0,0.01431127,0.068143057
695,0.222222222,0.013161257,0.005568173
696,0.37037037,0.038705481,0.006108932
697,0.037037037,0.007155635,0.002227118
698,0,0.004472272,0.002227415
699,0,0.016100179,0.003986105
700,0.185185185,0.019677996,0.010092475
701,0.037037037,0.023255814,0.00675334
702,0,0.033094812,0.005284655
703,0,0.009838998,0.022594914
704,0.037037037,0.004472272,0.002168717
705,0.037037037,0.008050089,0.006380255
706,0.185185185,0.014460346,0.004209562
707,0.592592593,0.05840261,0.00701565
708,0.111111111,0.014982111,0.003549024
709,0.074074074,0.013416816,0.002235539
710,0.037037037,0.011627907,0.005392924
711,0.222222222,0.02542806,0.006326304
712,0.074074074,0.010733453,0.005310093
713,0,0.013416816,0.004721295
714,0,0.004472272,0.002226078
715,0.37037037,0.02699626,0.006514079
716,0.111111111,0.018783542,0.006184666
717,0.037037037,0.017889088,0.002237743
718,0,0.004472272,0.002258474
719,0,0.009838998,0.00223113
720,0,0.020572451,0.002226821
721,0.111111111,0.010286225,0.006380255
722,0,0.010733453,0.005143001
723,0,0.008050089,0.006380255
724,0.037037037,0.004025045,0.004069265
725,0.222222222,0.022744697,0.006652701
726,0,0.013416816,0.004538067
727,0.037037037,0.01118068,0.005022118
728,0.074074074,0.008050089,0.002237124
729,0.037037037,0.010733453,0.008116984
730,0.296296296,0.028125621,0.006119383
731,0.296296296,0.029417611,0.005759439
732,0,0.008050089,0.006380255
733,0.185185185,0.010286225,0.003935246
734,0,0.010733453,0.003019643
735,0.111111111,0.011404293,0.002817038
736,0.148148148,0.010017889,0.003002785
737,0.074074074,0.026237329,0.002523568
738,0.111111111,0.010286225,0.006380299
739,0.148148148,0.020930233,0.005228659
740,0,0.004472272,0.002227415
741,0,0.008944544,0.052820381
742,0.037037037,0.013416816,0.002404417
743,0.111111111,0.014982111,0.033205521
744,0,0.017889088,0.032839342
745,0.037037037,0.016994633,0.092590268
746,0.074074074,0.017292785,0.007438348
747,0.074074074,0.011926058,0.002790244
748,0.111111111,0.018559928,0.005189703
749,0.037037037,0.007155635,0.002227415
750,0.333333333,0.023255814,0.016022533
751,0.111111111,0.02236136,0.00811019
752,0.222222222,0.017250192,0.008330292
753,0.148148148,0.006797853,0.002883769
754,0,0.000894454,0.005768782
755,0.037037037,0.009838998,0.002226821
756,0.333333333,0.003488372,0.00447097
757,0,0.015205725,0.002227415
758,0.111111111,0.012522361,0.002226747
759,0,0.005366726,0.001948444
760,0.037037037,0.002236136,0.001251017
761,0,0.008944544,0.002422937
762,0,0.008050089,0.022937549
763,0,0.004472272,0.002226078
764,0.296296296,0.013615583,0.00171766
765,0,0,0.006301079
766,0,0.004472272,0.002226821
767,0,0.004472272,0.002226821
768,0.037037037,0.004472272,0.00222697
769,0,0.03667263,0.011333552
770,0.037037037,0.003577818,0.002682885
771,0.037037037,0.012969589,0.0059313
772,0.074074074,0.006559332,0.003096801
773,0.185185185,0.020274299,0.029731895
774,0.037037037,0.013864043,0.004263448
775,0,0.000894454,0.000887162
776,0,0.009838998,0.008943543
777,0,0.010733453,0.015907873
778,0,0.004472272,0.00223113
779,0.037037037,0.009838998,0.002227415
780,0,0.004472272,0.002226821
781,0.111111111,0.013416816,0.002840847
782,0.037037037,0.013416816,0.004207389
783,0,0.011627907,0.016457331
784,0,0.076028623,0.018726937
785,0,0.004472272,0.002226078
786,0,0.004472272,0.002226078
787,0.037037037,0.008050089,0.001519365
788,0.074074074,0.011031604,0.00151941
789,0.037037037,0.010286225,0.005107482
790,0.074074074,0.032498509,0.017726319
791,0.074074074,0.006261181,0.002240245
792,0,0.031305903,0.00841246
793,0.111111111,0.009391771,0.011132998
794,0.074074074,0.016696482,0.018613632
795,0,0.004472272,0.002227415
796,0,0.009838998,0.002227415
797,0.111111111,0.024821109,0.002305226
798,0.074074074,0.008348241,0.000116753
799,0,0.023255814,0.022976225
800,0.333333333,0.005813953,0.001710571
801,0.148148148,0.007692308,0.003037387
802,0.222222222,0.000383338,0.002719802
803,0.481481481,0.017633529,0.002478175
804,0.074074074,0.012522361,0.00999713
805,0,0.004472272,0.002226078
806,0,0.02236136,0.000831547
807,0.111111111,0.009168157,0.002270149
808,0,0.013416816,0.002890799
809,0.185185185,0.011926058,0.00043336
810,0,0.004472272,0.002227861
811,0,0.004472272,0.001049437
812,0,0.004472272,0
813,0,0.008050089,0.031722325
814,0.074074074,0.007155635,0.002111734
815,0.074074074,0.01222421,0.002034912
816,0.037037037,0.004025045,0.002874479
817,0.481481481,0.024022489,0.005032452
818,0,0.015205725,0.002244356
819,0.037037037,0.025044723,0.042484444
